INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('20', '125', '0', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('21', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('22', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('23', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('24', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('25', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('26', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('27', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('28', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('29', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('30', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('31', '125', '0', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('32', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('33', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('34', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('35', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('36', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('37', '125', '3', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '1', '-490.25', '-587.63', '-202.5', '152.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '31', '-109.38', '160', '-164.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '32', '-105.75', '149.75', '-157.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '33', '-100.38', '137.5', '-153.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '34', '-89.38', '129.25', '-152.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '35', '-98.25', '134.75', '-154.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '36', '-104.13', '146.88', '-159.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '37', '-108.38', '157.13', '-166.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '38', '-113.38', '170', '-172.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '39', '-114.75', '180.75', '-175.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '40', '-115.25', '188.13', '-171.3', '250.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '41', '-114', '175.75', '-171.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '42', '-110', '160', '-164.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '43', '-107.38', '152.13', '-158.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '44', '-103.25', '142.13', '-155.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '45', '-91.38', '131.63', '-151.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '46', '-81.88', '125.25', '-149.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '47', '-70.88', '117.88', '-147.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '48', '-62', '111.63', '-147.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '49', '-53.5', '103.63', '-143.9', '190.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '50', '-62.75', '111.75', '-148.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '51', '-72.25', '117.88', '-151.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '52', '-81.63', '123.88', '-153.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '53', '-93', '131.25', '-154.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '54', '-103.88', '146.75', '-160.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '55', '-108', '156.63', '-166', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '56', '-113.13', '169.5', '-172.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '57', '-114.63', '180.38', '-175.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '58', '-115.25', '188.5', '-175.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '59', '-115.13', '196.75', '-174.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '60', '-115.25', '188.13', '-175.3', '3', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '61', '-115', '198.88', '-174.3', '2.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '62', '-115', '186.5', '-174.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '63', '-113.13', '170.25', '-170.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '64', '-109.38', '160', '-164', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '65', '-101.25', '136.88', '-151.1', '229', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '66', '-90.88', '130.25', '-152.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '67', '-98', '134.63', '-154.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '68', '-104', '146.88', '-159.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '69', '-108.25', '157.13', '-166.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '70', '-113.25', '169.75', '-172.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '71', '-114.75', '180.5', '-175.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '72', '-115.25', '188.75', '-175.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '73', '-115', '198.88', '-170.5', '2.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '74', '-115', '186.5', '-175.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '75', '-114', '175.63', '-173.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '76', '-110', '159.88', '-163.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '77', '-107.25', '151.88', '-160.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '78', '-103.5', '142.5', '-155.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '79', '-91.75', '131.88', '-151', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '80', '-71.38', '118.25', '-147.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '81', '-62.5', '112', '-147.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '82', '-53.5', '103.63', '-143.9', '190', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '83', '-62.88', '112', '-148.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '84', '-72.25', '117.88', '-151.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '85', '-81.38', '123.75', '-153.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '86', '-93', '131.25', '-154.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '87', '-100.88', '137.88', '-155.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '88', '-105.13', '147.88', '-160.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '89', '-109', '158.13', '-166.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '90', '-113.38', '170.88', '-172.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '91', '-114.75', '181.75', '-175.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '92', '-115.25', '189.88', '-173.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '93', '-115', '198.25', '-164.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '94', '-115', '186.63', '-175.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '95', '-114', '175.75', '-174.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '96', '-109.25', '159.63', '-163.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '97', '-105.5', '149.13', '-156.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '98', '-99.88', '136.75', '-153.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '99', '-90.88', '130.75', '-151.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '100', '-81.5', '124.75', '-149.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '101', '-70.13', '117.38', '-147.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '102', '-55.38', '105.38', '-147.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '103', '-53.88', '97.63', '-146.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '104', '-53.5', '81.13', '-145.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '105', '-53.5', '90', '-147', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '106', '-54.75', '103.5', '-147.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '107', '-62.25', '111.25', '-148', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '108', '-70.75', '117.88', '-150.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '109', '-87.38', '127.88', '-153.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '110', '-96.5', '133.75', '-155.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '111', '-81.25', '124.25', '-150.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '112', '-70', '117.13', '-148.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '113', '-57.13', '107.13', '-147.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '114', '-53.63', '94.75', '-146.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '115', '-53.5', '102.63', '-147.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '116', '-62.88', '112.13', '-147.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '117', '-72.5', '119.38', '-146.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '118', '-62.75', '112.38', '-143.9', '179.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('28', '125', '119', '-53.5', '103.63', '-143.9', '190.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '1', '-54', '-26.88', '-156.25', '70.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '2', '-66.25', '-24.38', '-155.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '3', '-90', '-19.38', '-154.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '4', '-100.75', '-17.13', '-154.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '5', '-111.38', '-14.75', '-154.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '6', '-124.63', '-11.75', '-153.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '7', '-133.63', '-5.88', '-153.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '8', '-141.38', '1.63', '-153.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '9', '-129.25', '-8.5', '-154.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '10', '-118.38', '-11.38', '-154.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '11', '-94.88', '-16.88', '-155.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '12', '-73.5', '-22', '-155.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '13', '-60.13', '-25.25', '-156', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '14', '-43.88', '-24.25', '-154.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '15', '-33.13', '-22.38', '-153.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '16', '-22.38', '-20', '-148.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '17', '-6.63', '-15.75', '-146.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '18', '17.13', '-9.25', '-147.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '19', '32.13', '-2.63', '-148', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '20', '25.13', '-6.25', '-147.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '21', '9.5', '-11.5', '-148.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '22', '-0.88', '-14.5', '-148.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '23', '-14', '-18.13', '-147.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '24', '-30', '-21.88', '-153.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '25', '-40.63', '-24.13', '-156.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '26', '-54', '-26.88', '-152.4', '112', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '27', '-41.88', '-24.25', '-153.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '28', '-31.25', '-21.88', '-152.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '29', '-17.88', '-19', '-144.1', '111', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '30', '-5.75', '-15.63', '-147', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '31', '2.25', '-13.38', '-144.1', '106.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '32', '-9.63', '-16.5', '-148.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '33', '-20.13', '-19.25', '-152.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '34', '-33.38', '-22.5', '-154.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '35', '-44', '-24.88', '-155.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '36', '-54.75', '-26.38', '-156.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '37', '-65.63', '-24.38', '-155.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '38', '-76.25', '-22.25', '-155.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '39', '-89.63', '-19.38', '-154.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '40', '-100.25', '-17.13', '-154.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '41', '-111.13', '-14.75', '-154.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '42', '-124.38', '-11.75', '-153.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '43', '-139.25', '-0.25', '-153.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '44', '-152.63', '10.13', '-154.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '45', '-137.63', '-1.88', '-154.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '46', '-129.38', '-8.5', '-154', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '47', '-118.88', '-11.25', '-154.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '48', '-94.63', '-17', '-155.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '49', '-73.63', '-22', '-155.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '50', '-60.25', '-25.25', '-156', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '51', '-44.13', '-24.25', '-154.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '52', '-33.38', '-22.38', '-153.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '53', '-22.5', '-20', '-148.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '54', '-6.5', '-15.75', '-146.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '55', '17', '-9.25', '-147.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '56', '9.5', '-11.5', '-148', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '57', '-1', '-14.5', '-147.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '58', '-14.5', '-18.25', '-147.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '59', '-27.88', '-21.38', '-153', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '60', '-46', '-25.25', '-154.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '61', '-54', '-26.88', '-152.4', '112', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '62', '-42.13', '-24.25', '-153.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '63', '-33.88', '-22.63', '-150.3', '111.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '64', '-21.75', '-19.38', '-149.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '65', '-11.25', '-16.75', '-148.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '66', '2.25', '-13.38', '-144.1', '108.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '67', '14.13', '-10.13', '-147', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '68', '21.38', '-8.13', '-144.1', '106.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '69', '9', '-11.63', '-147.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '70', '-1.25', '-14.5', '-148.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '71', '-14.38', '-18.13', '-148', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '72', '-30.63', '-22', '-153.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '73', '-41.25', '-24.25', '-156.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '74', '-54.63', '-26.5', '-156.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '75', '-65.38', '-24.75', '-155', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '76', '-76.13', '-22.88', '-154', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '77', '-89.75', '-20.5', '-153.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '78', '-96.88', '-19', '-149.5', '144.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '79', '-108.88', '-15.88', '-153.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '80', '-117', '-13.63', '-154.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '81', '-127.63', '-11', '-153.88', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '82', '-141.38', '1.75', '-153.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('', '125', '83', '-129.38', '-8.63', '-154.13', '-1', '0');
