INSERT INTO `doors` (id, doorid, zone, version, name, pos_y, pos_x, pos_z, heading, opentype, guild, lockpick, keyitem, nokeyring, altkeyitem, triggerdoor, triggertype, doorisopen, door_param, dest_zone, dest_instance, dest_x, dest_y, dest_z, dest_heading, is_ldon_door, invert_state, incline, size, client_version_mask) VALUES ('37428', '', 'hole', '1', 'PADOOR102', '-100.518', '212.947', '-271.806', '0', '7', '0', '0', '0', '0', '0', '2', '0', '0', '0', 'NONE', '0', '0', '0', '0', '0', '0', '0', '0', '100', '4294967295');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '5', '921.63', '582.25', '-718.4', '206.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '6', '888.88', '660.88', '-737.3', '245.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '7', '950', '542.25', '-709.3', '207.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '8', '862.38', '675.5', '-738.5', '168.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '9', '895', '616.88', '-727', '244', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '10', '732.63', '732.5', '-765.3', '237.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '11', '895', '616.88', '-727', '243.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '12', '921.63', '582.25', '-718.4', '203.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '13', '742.13', '688.25', '-765.3', '139.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '14', '780.5', '685.5', '-759', '135.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '15', '732.63', '732.5', '-765.3', '237.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '16', '742.13', '688.25', '-765.3', '240', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '17', '732.63', '732.5', '-765.3', '240.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '18', '895', '616.88', '-727', '245.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '19', '780.5', '685.5', '-759', '140.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '20', '921.63', '582.25', '-718.4', '204', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '21', '732.63', '732.5', '-765.3', '236.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '22', '950', '542.25', '-709.3', '206.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '23', '895', '616.88', '-727', '206.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '24', '862.38', '675.5', '-738.5', '173.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '25', '780.5', '685.5', '-759', '139.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '26', '895', '616.88', '-727', '245.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '27', '780.5', '685.5', '-759', '140.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '28', '862.38', '675.5', '-738.6', '139.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '29', '950', '542.25', '-709.3', '206.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '30', '742.13', '688.25', '-765.3', '139.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '31', '888.88', '660.88', '-737.3', '167.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '32', '742.13', '688.25', '-765.3', '139.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '33', '825.5', '681.13', '-747.8', '136.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '34', '742.13', '688.25', '-765.3', '137.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '35', '950', '542.25', '-709.3', '206.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '36', '895', '616.88', '-727', '206.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '37', '825.5', '681.13', '-747.8', '143.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '38', '950', '542.25', '-709.3', '207', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '39', '742.13', '688.25', '-765.3', '139.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '40', '825.5', '681.13', '-747.8', '136.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '41', '780.5', '685.5', '-759', '137.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '42', '825.5', '681.13', '-747.8', '136.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '43', '888.88', '660.88', '-737.3', '170', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '44', '862.38', '675.5', '-738.5', '170.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '45', '742.13', '688.25', '-765.3', '139', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '46', '895', '616.88', '-727', '243.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '47', '732.63', '732.5', '-765.3', '238.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '48', '888.88', '660.88', '-737.3', '169.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '49', '921.63', '582.25', '-718.4', '205.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '50', '780.5', '685.5', '-759', '141', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '51', '742.13', '688.25', '-765.3', '136', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '52', '888.88', '660.88', '-737.3', '167.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '53', '732.63', '732.5', '-765.3', '240', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '54', '825.5', '681.13', '-747.8', '137', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '55', '862.38', '675.5', '-738.6', '141.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '56', '921.63', '582.25', '-718.4', '204.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '57', '825.5', '681.13', '-747.8', '143.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '58', '895', '616.88', '-727', '242', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('77', '39', '59', '742.13', '688.25', '-765.3', '139.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '1', '1023.13', '836.63', '-821.25', '95.625', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '2', '1024.38', '706.5', '-793.3', '252.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '3', '874.88', '862.13', '-849.3', '131.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '4', '869.13', '734.75', '-765.6', '145.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '5', '1021.13', '792.13', '-811.4', '1', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '6', '913.5', '862.63', '-841.3', '133.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '7', '953.38', '720.5', '-786.8', '145.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '8', '1023.13', '836.63', '-821.3', '4.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '9', '911.13', '727.38', '-776.1', '145', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '10', '995.75', '862.88', '-821.3', '194.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '11', '1021.13', '792.13', '-811.4', '1.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '12', '1021.13', '751.38', '-793.3', '249.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '13', '953.38', '720.5', '-786.8', '145.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '14', '954.38', '865', '-831', '135.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '15', '1021.13', '751.38', '-793.3', '1.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '16', '869.13', '734.75', '-765.6', '145', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '17', '874.88', '862.13', '-849.3', '131', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '18', '1023.13', '836.63', '-821.3', '190.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '19', '995.75', '862.88', '-821.3', '191.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '20', '1021.13', '792.13', '-811.4', '2', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '21', '874.88', '862.13', '-849.3', '131.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '22', '1024.38', '706.5', '-793.3', '251.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '23', '995.75', '862.88', '-821.3', '194.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '24', '913.5', '862.63', '-841.3', '129.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '25', '953.38', '720.5', '-786.8', '145.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '26', '911.13', '727.38', '-776.1', '143.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '27', '874.88', '862.13', '-849.3', '132.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '28', '954.38', '865', '-831', '126.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '29', '874.88', '862.13', '-849.3', '127', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '30', '1024.38', '706.5', '-793.3', '252.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '31', '869.13', '734.75', '-765.6', '145', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '32', '874.88', '862.13', '-849.3', '131.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '33', '869.13', '734.75', '-765.6', '145.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '34', '913.5', '862.63', '-841.3', '132.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '35', '1024.38', '706.5', '-793.3', '252.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '36', '869.13', '734.75', '-765.6', '144.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '37', '1021.13', '792.13', '-811.4', '1', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '38', '953.38', '720.5', '-786.8', '145.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '39', '1021.13', '751.38', '-793.3', '0.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '40', '1024.38', '706.5', '-793.3', '251.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '41', '954.38', '865', '-831', '135.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '42', '1021.13', '751.38', '-793.3', '1.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '43', '954.38', '865', '-831', '138', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '44', '953.38', '720.5', '-786.8', '145.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '45', '869.13', '734.75', '-765.6', '144', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '46', '913.5', '862.63', '-841.3', '132.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '47', '911.13', '727.38', '-776.1', '145', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '48', '1023.13', '836.63', '-821.3', '5.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '49', '1021.13', '751.38', '-793.3', '1.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '50', '1024.38', '706.5', '-793.3', '251.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '51', '911.13', '727.38', '-776.1', '145.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('78', '39', '52', '913.5', '862.63', '-841.3', '130', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '1', '976.13', '134.63', '-415.4', '26', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '2', '874.38', '209.13', '-471.4', '112.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '3', '953.25', '229.5', '-443.4', '105.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '4', '764.38', '-51.63', '-359.4', '66.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '5', '953.25', '229.5', '-443.4', '146.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '6', '818.38', '95.13', '-387.4', '78.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '7', '587', '-10.25', '-355.8', '149.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '8', '807.5', '51.88', '-382.9', '23.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '9', '764.38', '-51.63', '-359.4', '66', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '10', '786.5', '-31.5', '-362', '68.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '11', '914.5', '217.88', '-461.9', '105', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '12', '797', '9.75', '-372.4', '23.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '13', '587', '-10.25', '-355.8', '150', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '14', '797', '9.75', '-372.4', '22.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '15', '970.63', '113.38', '-415.4', '129.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '16', '623.63', '-19.25', '-359.4', '163.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '17', '587', '-10.25', '-355.8', '149.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '18', '976.13', '134.63', '-415.4', '27.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '19', '587', '-10.25', '-355.8', '150.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '20', '953.25', '229.5', '-443.4', '145.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '21', '931.25', '115', '-410.4', '130.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '22', '986', '172', '-431.4', '21', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '23', '969.75', '227.13', '-443.4', '205.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '24', '931.25', '115', '-410.4', '128', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '25', '986', '172', '-431.4', '22.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '26', '807.5', '51.88', '-382.9', '23.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '27', '521.88', '2', '-345.4', '165.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '28', '888.63', '114.5', '-399.6', '128.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '29', '653', '-33.25', '-359.4', '159.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '30', '844.63', '115', '-388.6', '73.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '31', '786.5', '-31.5', '-362', '23', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '32', '874.38', '209.13', '-471.4', '112.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '33', '786.5', '-31.5', '-362', '23.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '34', '989.5', '201.63', '-443.4', '17.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '35', '653', '-33.25', '-359.4', '160.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '36', '970.63', '113.38', '-415.4', '130.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '37', '818.38', '95.13', '-387.4', '79.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '38', '986', '172', '-431.4', '22.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '39', '969.75', '227.13', '-443.4', '206.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '40', '683.63', '-45.63', '-359.4', '133.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '41', '888.63', '114.5', '-399.6', '127', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '42', '818.38', '95.13', '-387.4', '78.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '43', '720.63', '-48.63', '-359.4', '133.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '44', '976.13', '134.63', '-415.4', '30.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '45', '969.75', '227.13', '-443.4', '204', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '46', '986', '172', '-431.4', '6.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '47', '953.25', '229.5', '-443.4', '148.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('79', '39', '48', '970.63', '113.38', '-415.4', '22', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '1', '219.38', '-173.88', '-291.38', '122.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '2', '206.63', '-103.38', '-279.4', '2.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '3', '314.75', '-168.13', '-267.5', '1.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '4', '219.13', '-158.38', '-267.5', '0.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '5', '191.75', '-141.5', '-275.6', '1', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '6', '312.75', '-92.13', '-303.4', '128', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '7', '219.25', '-224', '-291.4', '129.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '8', '206.63', '-103.38', '-279.4', '2.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '9', '340.25', '-133', '-279.4', '6', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '10', '245.13', '-224.38', '-291.4', '127.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '11', '219.25', '-110.13', '-302.4', '0.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '12', '312.75', '-125.38', '-301.8', '255', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '13', '219.38', '-196.25', '-291.4', '1.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '14', '219.13', '-63.75', '-303.4', '0.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '15', '283.13', '-56', '-247.5', '130', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '16', '219.13', '-157.75', '-267.5', '0.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '17', '265', '-55.63', '-243.5', '124.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '18', '314.63', '-122.13', '-267.5', '255.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '19', '245.13', '-224.38', '-291.4', '127.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '20', '219.38', '-155.88', '-291.4', '0.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '21', '265', '-55.63', '-243.5', '126.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '22', '312.25', '-177.88', '-291.4', '5.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '23', '206.63', '-103.38', '-279.4', '121.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '24', '283.13', '-56', '-247.5', '129.75', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('80', '39', '25', '245.13', '-224.38', '-291.4', '129.25', '45');
